1.036000	0.000000	0.000000	0.000000
0.984000	0.000000	0.000000	0.000000
0.923000	0.000000	0.000000	0.000000
0.975000	0.000000	0.000000	0.000000
1.040000	0.000000	0.000000	0.000000
1.007000	0.000000	0.000000	0.000000
1.115000	0.000000	0.000000	0.000000
1.059000	0.000000	0.000000	0.000000
1.129000	0.000000	0.000000	0.000000
1.068000	0.000000	0.000000	0.000000
1.045000	0.000000	0.000000	0.000000
1.101000	0.000000	0.000000	0.000000
1.167000	0.000000	0.000000	0.000000
1.092000	0.000000	0.000000	0.000000
1.026000	0.000000	0.000000	0.000000
1.162000	0.000000	0.000000	0.000000
1.125000	0.000000	0.000000	0.000000
1.064000	0.000000	0.000000	0.000000
1.050000	0.000000	0.000000	0.000000
1.194000	0.000000	0.000000	0.000000
1.054000	0.000000	0.000000	0.000000
1.050000	0.000000	0.000000	0.000000
1.054000	0.000000	0.000000	0.000000
1.045000	0.000000	0.000000	0.000000
1.026000	0.000000	0.000000	0.000000
1.050000	0.000000	0.000000	0.000000
1.036000	0.000000	0.000000	0.000000
1.003000	0.000000	0.000000	0.000000
0.932000	0.000000	0.000000	0.000000
0.928000	0.000000	0.000000	0.000000
0.932000	0.000000	0.000000	0.000000
0.895000	0.000000	0.000000	0.000000
0.937000	0.000000	0.000000	0.000000
0.979000	0.000000	0.000000	0.000000
0.904000	0.000000	0.000000	0.000000
0.970000	0.000000	0.000000	0.000000
0.979000	0.000000	0.000000	0.000000
0.975000	0.000000	0.000000	0.000000
0.900000	0.000000	0.000000	0.000000
0.975000	0.000000	0.000000	0.000000
0.918000	0.000000	0.000000	0.000000
0.961000	0.000000	0.000000	0.000000
0.984000	0.000000	0.000000	0.000000
0.932000	0.000000	0.000000	0.000000
0.979000	0.000000	0.000000	0.000000
0.984000	0.000000	0.000000	0.000000
0.989000	0.000000	0.000000	0.000000
0.989000	0.000000	0.000000	0.000000
0.918000	0.000000	0.000000	0.000000
0.951000	0.000000	0.000000	0.000000
1.007000	0.000000	0.000000	0.000000
0.965000	0.000000	0.000000	0.000000
0.951000	0.000000	0.000000	0.000000
0.956000	0.000000	0.000000	0.000000
0.942000	0.000000	0.000000	0.000000
0.947000	0.000000	0.000000	0.000000
0.998000	0.000000	0.000000	0.000000
0.979000	0.000000	0.000000	0.000000
0.993000	0.000000	0.000000	0.000000
0.961000	0.000000	0.000000	0.000000
