1.829000	2.891000	61.221000	61.697000
1.861000	2.975000	61.188000	61.697000
1.811000	3.021000	61.240000	61.678000
1.797000	3.002000	61.342000	61.650000
1.783000	2.998000	61.333000	61.645000
1.787000	3.002000	61.408000	61.590000
1.754000	3.021000	61.427000	61.547000
1.727000	2.975000	61.351000	61.640000
1.713000	3.007000	0.000000	61.678000
1.741000	3.021000	61.375000	61.697000
1.713000	2.984000	61.342000	61.692000
1.722000	3.016000	61.394000	61.654000
1.722000	3.034000	0.000000	61.697000
1.755000	3.058000	0.000000	61.650000
1.755000	3.077000	61.375000	61.594000
1.727000	3.081000	61.673000	61.566000
1.708000	3.138000	61.370000	61.627000
1.658000	3.081000	61.342000	61.664000
1.666000	3.105000	61.351000	61.613000
1.658000	3.086000	61.361000	61.594000
1.648000	3.124000	61.389000	61.645000
1.675000	3.072000	61.342000	61.673000
1.662000	3.114000	61.412000	61.627000
1.671000	3.091000	61.403000	61.627000
1.675000	3.128000	61.384000	61.645000
1.666000	3.095000	61.384000	61.734000
1.644000	3.081000	61.347000	61.711000
1.662000	3.081000	61.351000	61.734000
1.680000	3.067000	61.337000	61.734000
1.662000	3.091000	61.337000	61.711000
1.662000	3.100000	61.403000	61.706000
1.689000	3.119000	61.361000	61.743000
1.680000	3.100000	61.394000	61.743000
1.662000	3.067000	61.403000	61.720000
1.675000	3.109000	61.370000	61.729000
1.666000	3.067000	61.314000	61.758000
1.653000	3.114000	61.403000	61.767000
1.648000	3.086000	61.356000	61.743000
1.675000	21.540512	61.337000	61.734000
1.685000	3.091000	61.408000	61.758000
1.675000	3.114000	61.361000	61.682000
1.653000	3.109000	0.000000	61.758000
1.713000	3.049000	61.351000	61.786000
1.658000	3.072000	0.000000	61.715000
1.666000	3.095000	61.370000	61.706000
1.685000	3.119000	61.366000	61.706000
1.653000	3.095000	61.366000	61.720000
1.671000	3.058000	61.408000	61.725000
1.685000	3.067000	61.422000	61.692000
1.675000	3.105000	61.380000	61.711000
1.685000	3.072000	61.389000	61.697000
1.658000	3.053000	61.380000	61.739000
1.666000	3.044000	61.347000	61.697000
1.653000	3.067000	61.342000	61.743000
1.689000	3.058000	61.361000	61.729000
1.662000	3.039000	61.361000	61.687000
1.675000	3.058000	61.408000	61.734000
1.653000	3.119000	61.342000	61.753000
1.662000	3.067000	61.380000	61.758000
1.639000	3.124000	61.394000	61.687000
1.680000	3.095000	61.436000	61.706000
1.680000	3.058000	61.389000	61.682000
1.699000	3.058000	61.342000	61.668000
1.699000	3.081000	61.328000	61.743000
1.658000	3.077000	61.408000	61.650000
1.662000	3.081000	61.394000	61.664000
