tid:0 3.198000	6.491000	47.538000	47.314000
tid:0 3.169000	6.486000	47.538000	47.300000
tid:0 3.216000	6.486000	47.552000	47.309000
tid:0 3.184000	6.481000	47.533000	47.314000
tid:0 3.207000	6.459000	47.565000	47.314000
tid:0 3.230000	6.491000	47.538000	47.300000
tid:0 3.184000	6.472000	47.552000	47.304000
tid:0 3.193000	6.500000	47.579000	47.281000
tid:0 3.198000	6.463000	47.543000	47.300000
tid:0 3.193000	6.537000	47.570000	47.309000
tid:0 3.198000	6.500000	47.533000	47.314000
tid:0 3.147000	6.523000	47.529000	47.333000
tid:0 3.169000	6.523000	47.552000	47.309000
tid:0 3.160000	6.500000	47.579000	47.295000
tid:0 3.179000	6.500000	47.547000	47.314000
tid:0 3.179000	6.537000	47.574000	47.295000
tid:0 3.184000	6.500000	47.565000	47.314000
tid:0 3.193000	6.542000	47.560000	47.309000
tid:0 3.179000	6.519000	47.547000	47.314000
tid:0 3.198000	6.477000	47.565000	47.328000
tid:0 3.198000	6.533000	47.552000	47.309000
tid:0 3.202000	6.486000	47.556000	47.318000
tid:0 3.188000	6.505000	47.547000	47.304000
tid:0 3.207000	6.477000	47.565000	47.318000
tid:0 3.221000	6.528000	47.589000	47.323000
tid:0 3.216000	6.537000	47.579000	47.333000
tid:0 3.174000	6.495000	47.570000	47.365000
tid:0 3.207000	6.463000	47.556000	47.290000
tid:0 3.133000	6.514000	47.533000	47.328000
tid:0 3.188000	6.486000	47.556000	47.337000
tid:0 3.179000	6.505000	47.529000	47.347000
tid:0 3.202000	6.500000	47.538000	47.314000
tid:0 3.184000	6.472000	47.565000	47.337000
tid:0 3.188000	6.463000	47.556000	47.333000
tid:0 3.193000	6.477000	47.538000	47.351000
tid:0 3.193000	6.509000	47.533000	47.342000
tid:0 3.221000	6.542000	47.556000	47.290000
tid:0 3.165000	6.459000	47.533000	47.328000
tid:0 3.221000	6.495000	47.529000	47.333000
tid:0 3.202000	6.509000	47.584000	47.300000
tid:0 3.230000	6.514000	47.556000	47.333000
tid:0 3.202000	6.491000	47.552000	47.314000
tid:0 3.212000	6.463000	47.584000	47.304000
tid:0 3.221000	6.463000	47.560000	47.337000
tid:0 3.254000	6.412000	47.510000	47.295000
tid:0 3.291000	6.388000	47.486000	47.290000
tid:0 3.328000	6.365000	47.482000	47.239000
tid:0 3.398000	6.341000	47.365000	47.183000
tid:0 3.463000	6.318000	47.286000	47.118000
tid:0 3.490000	6.388000	47.262000	47.085000
tid:0 3.561000	6.351000	47.193000	46.945000
tid:0 3.584000	6.370000	47.094000	46.903000
tid:0 3.834000	6.620000	46.844000	46.653000
tid:0 4.084000	6.631000	46.594000	46.403000
tid:0 4.236000	6.723000	46.344000	46.153000
tid:0 4.283000	6.761000	46.094000	45.903000
tid:0 4.357000	6.799000	45.919000	45.729000
tid:0 4.427000	6.835000	45.836000	45.645000
tid:0 4.450000	6.877000	45.733000	45.561000
tid:0 4.539000	6.915000	45.673000	45.458000
tid:0 4.595000	6.952000	45.566000	45.351000
tid:0 4.669000	7.036000	45.458000	45.248000
tid:0 4.706000	7.092000	45.328000	45.127000
tid:0 4.823000	7.166000	45.234000	45.058000
tid:0 4.912000	7.203000	45.127000	44.950000
tid:0 5.009000	7.278000	45.048000	44.866000
tid:0 5.070000	7.324000	44.912000	44.713000
tid:0 5.209000	7.380000	44.801000	44.581000
tid:0 5.303000	7.460000	44.661000	44.474000
tid:0 5.433000	7.543000	44.512000	44.372000
tid:0 5.517000	7.623000	44.405000	44.214000
tid:0 5.629000	7.716000	44.302000	44.111000
tid:0 5.704000	7.768000	44.176000	43.980000
tid:0 5.797000	7.832000	44.046000	43.859000
tid:0 5.867000	7.944000	43.947000	43.725000
tid:0 5.973000	7.694000	43.836000	43.640000
tid:0 6.057000	7.944000	43.761000	43.548000
tid:0 6.146000	8.177000	43.650000	43.426000
tid:0 6.267000	8.224000	43.505000	43.309000
tid:0 6.360000	8.344000	43.412000	43.203000
tid:0 6.472000	8.405000	43.286000	43.090000
tid:0 6.574000	8.475000	43.184000	42.992000
tid:0 6.653000	8.550000	43.077000	42.862000
tid:0 6.742000	8.606000	42.964000	42.773000
tid:0 6.840000	8.676000	42.872000	42.671000
tid:0 6.924000	8.736000	42.741000	42.569000
tid:0 7.017000	8.833000	42.666000	42.465000
tid:0 7.101000	8.899000	42.545000	42.359000
tid:0 7.194000	8.982000	42.489000	42.252000
tid:0 7.310000	9.039000	42.368000	42.163000
tid:0 7.376000	9.136000	42.284000	42.056000
tid:0 7.492000	9.216000	42.167000	41.948000
tid:0 7.641000	9.282000	42.051000	41.846000
tid:0 7.716000	9.370000	41.934000	41.725000
tid:0 7.827000	9.439000	41.832000	41.580000
tid:0 7.935000	9.514000	41.668000	41.524000
tid:0 8.018000	9.616000	41.603000	41.412000
tid:0 8.112000	9.695000	41.496000	41.305000
tid:0 8.228000	9.793000	41.384000	41.170000
tid:0 8.330000	9.873000	41.254000	41.081000
tid:0 8.420000	9.970000	41.174000	40.988000
tid:0 8.526000	10.036000	41.086000	40.867000
tid:0 8.601000	10.087000	40.983000	40.746000
tid:0 8.708000	10.227000	40.867000	40.638000
tid:0 8.833000	10.329000	40.763000	40.531000
tid:0 8.964000	10.409000	40.628000	40.405000
tid:0 9.072000	10.534000	40.498000	40.283000
tid:0 9.221000	10.609000	40.382000	40.167000
tid:0 9.285000	10.674000	40.288000	40.051000
tid:0 9.421000	10.804000	40.144000	39.930000
tid:0 9.514000	10.893000	40.027000	39.813000
tid:0 9.607000	11.014000	39.925000	39.692000
tid:0 9.728000	11.159000	39.813000	39.580000
tid:0 9.812000	11.206000	39.715000	39.444000
tid:0 9.943000	11.289000	39.607000	39.300000
tid:0 10.045000	11.392000	39.500000	39.179000
tid:0 10.190000	11.480000	39.384000	39.100000
tid:0 10.320000	11.605000	39.240000	39.020000
tid:0 10.413000	11.690000	39.108000	38.829000
tid:0 10.558000	11.806000	39.006000	38.670000
tid:0 10.669000	11.881000	38.866000	38.526000
tid:0 10.790000	12.011000	38.736000	38.438000
tid:0 10.893000	12.109000	38.624000	38.358000
tid:0 11.005000	12.277000	38.493000	38.204000
tid:0 11.107000	12.407000	38.363000	38.023000
tid:0 11.234000	12.496000	38.261000	37.892000
tid:0 11.341000	12.561000	38.129000	37.798000
tid:0 11.451000	12.677000	37.966000	37.645000
tid:0 11.559000	12.789000	37.878000	37.533000
tid:0 11.708000	12.902000	37.710000	37.361000
tid:0 11.872000	13.013000	37.599000	37.244000
tid:0 11.988000	13.106000	37.403000	37.146000
tid:0 12.137000	13.242000	37.268000	37.058000
tid:0 12.221000	13.362000	37.165000	36.899000
tid:0 12.342000	13.474000	37.067000	36.727000
tid:0 12.467000	13.623000	37.039000	36.592000
tid:0 12.589000	13.777000	36.789000	36.493000
tid:0 12.715000	13.847000	36.540000	36.493000
tid:0 12.836000	13.977000	36.391000	36.428000
tid:0 12.947000	14.098000	36.641000	36.228000
tid:0 13.111000	14.183000	36.391000	35.994000
tid:0 13.251000	14.294000	36.141000	35.893000
tid:0 13.353000	14.402000	35.891000	35.869000
tid:0 13.488000	14.565000	35.786000	35.720000
tid:0 13.609000	14.620000	35.654000	35.594000
tid:0 13.693000	14.760000	35.580000	35.468000
tid:0 13.838000	14.900000	35.417000	35.342000
tid:0 13.959000	15.036000	35.300000	35.142000
tid:0 14.085000	15.142000	35.221000	35.063000
tid:0 14.206000	15.236000	35.151000	34.909000
tid:0 14.322000	15.366000	34.964000	34.806000
tid:0 14.443000	15.477000	34.820000	34.746000
tid:0 14.606000	15.622000	34.647000	34.583000
tid:0 14.742000	15.739000	34.494000	34.452000
tid:0 14.863000	15.827000	34.457000	34.312000
tid:0 14.979000	15.967000	34.396000	34.163000
tid:0 15.105000	16.097000	34.270000	34.065000
tid:0 15.227000	16.219000	34.139000	33.916000
tid:0 15.333000	16.340000	34.051000	33.753000
tid:0 15.477000	16.452000	33.971000	33.637000
tid:0 15.571000	16.568000	33.803000	33.491000
tid:0 15.697000	16.685000	33.664000	33.398000
tid:0 15.799000	16.763000	33.576000	33.273000
tid:0 15.948000	16.899000	33.412000	33.128000
tid:0 16.121000	17.039000	33.282000	33.039000
tid:0 16.233000	17.151000	33.221000	32.890000
tid:0 16.368000	17.272000	33.081000	32.769000
tid:0 16.508000	17.425000	32.946000	32.639000
tid:0 16.628000	17.524000	32.815000	32.507000
tid:0 16.732000	17.640000	32.685000	32.377000
tid:0 16.857000	17.752000	32.540000	32.195000
tid:0 16.978000	17.854000	32.410000	32.121000
tid:0 17.099000	18.022000	32.312000	32.013000
tid:0 17.235000	18.106000	32.176000	31.883000
tid:0 17.384000	18.204000	32.079000	31.762000
tid:0 17.500000	18.339000	31.897000	31.604000
tid:0 17.664000	18.484000	31.767000	31.464000
tid:0 17.794000	18.604000	31.613000	31.337000
tid:0 17.928000	18.722000	31.496000	31.193000
tid:0 18.046000	18.814000	31.347000	31.077000
tid:0 18.167000	18.944000	31.263000	30.966000
tid:0 18.292000	19.093000	31.095000	30.793000
tid:0 18.413000	19.228000	30.988000	30.671000
tid:0 18.576000	19.322000	30.881000	30.597000
tid:0 18.703000	19.481000	30.788000	30.471000
